route,lead_time_bucket,flight_count,avg_price,median_price,min_price,max_price,std_price
DEN-PHL,4-7,3982,429.2927448518332,389.61,83.97,2088.6,148.9114643172207
DEN-PHL,8-14,6729,447.0517238817061,434.01,122.98,2088.6,159.90580090131513
DEN-PHL,15-30,13124,480.18979198415116,482.21,103.99,2269.6,145.36037890420087
DEN-PHL,31-60,19554,449.4172379052879,448.6,95.16,2069.61,134.6690671557962
DEN-SFO,0-3,3315,329.5248295625943,253.6,133.98,1326.6,153.2680083602465
DEN-SFO,4-7,4302,325.7305090655509,241.6,113.98,1326.6,148.07632603511894
DEN-SFO,8-14,7818,333.61310693271935,283.6,113.98,1849.6,150.3600292760454
DEN-SFO,15-30,12923,335.7819020351312,318.59,75.99,1810.6,144.3535846120413
DEN-SFO,31-60,19150,314.24209712793737,288.6,58.99,1849.6,148.9316011777859
DFW-ATL,0-3,2703,286.22984831668515,252.61,126.98,2039.6,122.64506908675364
DFW-ATL,4-7,3626,290.70178433535574,260.595,92.99,1054.6,111.2473276463604
DFW-ATL,8-14,6502,291.35979544755463,263.995,72.59,1591.6,118.19304315123861
DFW-ATL,15-30,11695,309.0429337323643,279.6,61.97,1889.6,134.53070676161266
DFW-ATL,31-60,18554,291.0236024576911,268.6,66.99,1681.59,115.15122635997284
DFW-BOS,0-3,4223,335.740854842529,311.6,150.1,2320.6,146.49390945591338
DFW-BOS,4-7,5300,353.85504528301885,331.6,123.61,2311.6,107.94527024014607
DFW-BOS,8-14,8724,360.4779424575883,347.61,98.6,1517.6,109.29608577555109
DFW-BOS,15-30,15306,353.64746831307986,347.61,98.6,1526.6,98.0681076967414
DFW-BOS,31-60,20724,325.65178971241073,301.6,106.1,1007.6,104.7394410969472
DFW-CLT,0-3,3859,376.4046929256284,333.6,173.99,2210.6,182.32138138571938
DFW-CLT,4-7,5054,378.07866244558767,348.61,153.99,1670.55,142.9544449926418
DFW-CLT,8-14,8898,363.03708136659924,333.6,123.98,2210.6,139.01898893452358
DFW-CLT,15-30,14947,355.7025449923062,333.6,103.98,1753.55,133.3444663455916
DFW-CLT,31-60,23533,327.2747766965538,295.58,75.99,1208.55,128.3017540877235
DFW-DEN,0-3,2376,281.80213383838384,232.6,113.98,2131.6,138.89791092253617
DFW-DEN,4-7,3171,294.8179028697572,257.6,103.99,2131.6,144.3781603834018
DFW-DEN,8-14,5557,297.717914342271,266.58,83.98,1639.61,144.62536694442613
DFW-DEN,15-30,9474,287.71526915769476,257.6,63.99,2283.59,146.10516502676975
DFW-DEN,31-60,15410,307.69270084360807,251.61,63.99,1952.6,269.97527877052994
DFW-DTW,0-3,4272,461.9944920411985,498.6,148.58,2023.6,103.1620689571916
DFW-DTW,4-7,4848,425.846074669967,429.6,133.99,1082.6,111.34079622391651
DFW-DTW,8-14,6922,375.2738283733025,349.59,109.78,1028.6,117.54180568839722
DFW-DTW,15-30,11474,352.2798073906223,342.105,99.16,1041.59,120.60376405254152
DFW-DTW,31-60,17754,317.84143742255264,304.6,80.16,1091.6,106.98851208288959
DFW-EWR,0-3,3385,337.3931432791728,312.1,95.6,2470.59,185.57178370955955
DFW-EWR,4-7,4684,354.6481874466268,322.1,104.6,2044.6,148.0259524266737
DFW-EWR,8-14,7853,341.4499834458169,314.6,78.6,2044.6,131.2029837692785
DFW-EWR,15-30,13422,336.84927432573386,315.6,104.78,1665.6,118.74613833977155
DFW-EWR,31-60,22505,338.0337524994446,325.58,95.78,1428.6,105.60417162874225
DFW-IAD,0-3,2080,354.01172596153845,305.61,285.6,2408.6,127.44719307711001
DFW-IAD,4-7,2577,365.20347691113705,335.6,259.6,2408.6,136.87227817573242
DFW-IAD,8-14,4554,364.45759332454986,348.595,183.6,2408.6,126.35036338623192
DFW-IAD,15-30,8727,371.8460123753867,355.59,172.6,1994.6,127.03354821687164
DFW-IAD,31-60,13070,356.4648584544759,348.6,172.6,1033.11,108.6087363858675
DFW-JFK,0-3,2066,384.24738625363017,327.6,103.1,2601.6,196.22335436758448
DFW-JFK,4-7,2856,388.1099649859944,347.4,104.6,1234.6,157.15182999893048
DFW-JFK,8-14,5084,387.7997678992919,352.62,101.6,1666.6,155.35484184415944
DFW-JFK,15-30,8760,372.7410502283105,335.6,68.6,1332.2,152.19828525980336
DFW-JFK,31-60,14695,357.58190541000346,323.2,77.6,1011.6,151.87247989018854
DFW-LAX,0-3,6331,331.86597062075504,305.61,123.98,2499.6,99.86831633284923
DFW-LAX,4-7,8250,330.76697090909096,296.61,93.99,1368.6,87.68984280432109
DFW-LAX,8-14,14362,337.8656510235344,326.6,98.59,1368.6,101.33174720587135
DFW-LAX,15-30,24077,344.0027902147278,335.6,88.59,1368.6,110.8436096411453
DFW-LAX,31-60,35810,330.3822725495672,310.6,75.99,1782.61,148.95640662673833
DFW-LGA,0-3,4929,258.1032988435788,228.6,87.6,2505.6,107.99750323514183
DFW-LGA,4-7,6024,262.3461470783532,259.6,87.6,1098.6,83.35666428627871
DFW-LGA,8-14,10619,277.86072699877576,259.6,87.6,2114.6,92.39576999096494
DFW-LGA,15-30,18519,280.004509422755,259.6,68.59,1057.2,86.19167595208995
DFW-LGA,31-60,31022,275.466923151312,243.6,61.97,1097.2,99.70854188173081
DFW-MIA,0-3,4849,365.4974077129305,305.61,153.99,2371.6,172.20183584510096
DFW-MIA,4-7,6331,340.48571947559634,294.6,71.98,1064.6,114.69968977219835
DFW-MIA,8-14,9678,308.4932176069436,268.6,61.97,1829.6,117.8268966286716
DFW-MIA,15-30,15690,300.3064308476737,283.6,59.99,1869.6,125.57937308375558
DFW-MIA,31-60,26854,284.278752885976,257.6,55.0,763.6,101.94499810241473
DFW-OAK,0-3,3019,521.0471712487579,557.11,150.58,1592.4,176.08196727570575
DFW-OAK,4-7,4097,507.1287917988773,552.7,107.68,1407.6,186.2575080651107
DFW-OAK,8-14,7605,494.8273951347798,552.7,77.58,1167.6,201.24381255664161
DFW-OAK,15-30,12672,486.1300654987374,552.7,99.16,1262.0,212.73796518881372
DFW-OAK,31-60,19816,485.41101029471133,536.1,75.99,1874.6,206.71175326710895
DFW-ORD,0-3,3123,353.99399295549154,318.6,167.59,2249.6,153.76710529756122
DFW-ORD,4-7,4396,366.93682893539585,347.61,132.59,2249.6,132.76288833239767
DFW-ORD,8-14,7955,357.32880578252673,338.61,82.59,1659.6,127.39077302686854
DFW-ORD,15-30,14471,360.9843721926612,342.6,82.59,1754.6,131.55149161566993
DFW-ORD,31-60,21428,326.71553528094086,299.6,72.59,1187.56,118.93376715563417
DFW-PHL,0-3,3687,357.6692839707079,305.61,103.99,2271.6,147.95411439218256
DFW-PHL,4-7,4657,368.01943311144515,330.61,102.99,1234.6,129.69658866211256
DFW-PHL,8-14,8000,363.8165025,368.6,92.68,1234.6,121.36589688410547
DFW-PHL,15-30,13841,377.2326457625894,403.6,92.68,1264.6,120.44185037765098
DFW-PHL,31-60,23453,366.9512714791285,378.6,61.68,922.1,117.649988369636
DFW-SFO,0-3,2637,336.8785817216534,322.6,118.98,2203.6,120.08150745372062
DFW-SFO,4-7,3440,378.370125,368.6,108.99,1377.6,126.28697200012458
DFW-SFO,8-14,6316,405.3172593413553,383.1,122.98,1889.6,127.91446225236233
DFW-SFO,15-30,10849,409.96646603373586,391.61,75.99,1889.6,113.20966670372515
DFW-SFO,31-60,15865,406.3438644815632,377.2,75.99,1924.6,208.27640812418642
DTW-ATL,0-3,4780,441.22651882845196,500.2,65.59,1282.15,192.4164489750643
DTW-ATL,4-7,6420,409.03345327102807,419.2,47.98,1282.15,176.50984880513857
DTW-ATL,8-14,10996,369.6126573299382,404.6,42.79,1151.61,158.74102371684918
DTW-ATL,15-30,13147,264.2138731269491,253.6,42.79,881.6,122.3033158362242
DTW-ATL,31-60,18588,253.72432698515172,220.1,42.79,1059.33,130.41301972557855
DTW-BOS,0-3,3812,331.8135991605456,320.58,78.6,1557.1,131.21412399677993
DTW-BOS,4-7,5073,304.76179381036866,298.6,78.6,1688.6,116.76533400091276
DTW-BOS,8-14,8781,282.5663455187336,270.19,78.6,1261.6,110.55223293320662
DTW-BOS,15-30,13754,254.31821142940237,231.6,78.59,1955.0,106.57017207478339
DTW-BOS,31-60,19854,259.7128533293039,237.1,78.6,1955.0,104.11914809719933
DTW-CLT,0-3,4147,393.28925970581145,458.6,171.6,2010.6,141.2571702513744
DTW-CLT,4-7,5138,356.4785305566368,367.6,151.59,1487.1,121.34368172031387
DTW-CLT,8-14,8702,327.2989220868766,358.6,120.78,1447.11,125.72185385908278
DTW-CLT,15-30,10843,258.5084155676473,243.69,90.16,1303.6,96.62508443473597
DTW-CLT,31-60,16154,253.94659527052121,223.6,90.16,913.67,101.0451462244985
DTW-DEN,0-3,2284,377.39306917688265,338.61,139.58,2040.1,143.7574206252949
DTW-DEN,4-7,3007,394.09269704023944,380.2,119.58,1167.1,131.96705529074828
DTW-DEN,8-14,5237,408.8917433645217,407.6,117.96,1137.6,127.51055453115116
DTW-DEN,15-30,9389,433.41941420811594,425.6,74.78,1152.6,131.5151685678896
DTW-DEN,31-60,14782,425.5848626708159,418.2,117.96,2269.1,205.20290276238515
DTW-DFW,0-3,4290,455.2321934731935,498.6,103.99,2023.6,137.67077987976276
DTW-DFW,4-7,4787,408.6832149571757,417.2,128.58,2023.6,119.01621462907772
DTW-DFW,8-14,7151,362.4700069920291,338.6,99.16,1487.1,118.79604667888329
DTW-DFW,15-30,10962,349.3995812807882,337.61,97.59,987.61,133.07241957534106
DTW-DFW,31-60,18269,339.55114018282336,313.6,90.16,1058.93,142.477098815422
DTW-EWR,0-3,2696,313.0512166172107,276.1,127.6,1297.6,139.93128273210954
DTW-EWR,4-7,3534,251.37589983022073,247.6,122.58,1309.6,84.18961768217535
DTW-EWR,8-14,6114,225.34964834805365,217.6,77.78,1147.6,67.800987359721
DTW-EWR,15-30,10221,216.4872478231093,203.58,67.88,1248.59,91.90261091046678
DTW-EWR,31-60,16517,236.76568868438576,226.1,86.78,931.68,100.13706274626739
DTW-IAD,0-3,1274,233.75722919937206,181.6,157.1,1297.6,118.17409089064817
DTW-IAD,4-7,1701,228.85841857730745,179.6,156.1,1122.55,109.43488350840258
DTW-IAD,8-14,3120,232.46185256410257,181.6,119.6,1066.61,122.61238179238518
DTW-IAD,15-30,5236,230.83256493506494,206.1,93.6,1196.61,118.98312560610313
DTW-IAD,31-60,7839,216.18090062507974,206.1,93.6,719.61,90.25584053995944
DTW-JFK,0-3,2193,400.97631554947566,407.6,123.61,1499.1,166.94636226155848
DTW-JFK,4-7,2756,372.2124092888244,357.6,102.6,917.09,166.71218483051166
DTW-JFK,8-14,5044,372.53635210150674,388.6,102.6,1211.6,170.1560242316672
DTW-JFK,15-30,9334,358.399953931862,332.2,88.6,1271.6,168.59433484830456
DTW-JFK,31-60,15139,355.6958722504789,328.6,88.6,1271.6,154.25736783698858
DTW-LAX,0-3,5454,468.87396589658965,422.855,103.99,1992.6,145.76601472787004
DTW-LAX,4-7,7450,467.13429798657717,461.61,153.99,2269.6,139.76749805190755
DTW-LAX,8-14,13113,472.5179066575155,484.21,158.59,2475.6,149.30253318258684
DTW-LAX,15-30,22096,481.75978910209994,490.09,110.78,2269.6,143.8340109096488
DTW-LAX,31-60,35980,465.9943768760422,471.61,108.97,2059.6,135.03211660220052
DTW-LGA,0-3,3618,261.6180292979547,239.6,82.59,1687.6,121.00991261654971
DTW-LGA,4-7,4777,232.06503244714253,200.6,67.97,761.61,83.51732624433387
DTW-LGA,8-14,8328,213.87168347742556,181.6,65.0,1481.6,87.3151566688146
DTW-LGA,15-30,13119,194.58807454836497,172.6,48.79,1541.61,91.24169397203933
DTW-LGA,31-60,21040,205.71467823193916,181.1,48.79,1561.6,95.79523593143928
DTW-MIA,0-3,3155,335.84608240887485,305.61,144.58,1693.6,125.64950726862392
DTW-MIA,4-7,4070,294.2645012285012,294.6,62.0,722.2,98.3906407460518
DTW-MIA,8-14,6573,258.42417008976116,217.61,42.79,1318.6,108.5875741485371
DTW-MIA,15-30,11633,274.40159546118804,257.6,42.79,1318.6,129.3324986451997
DTW-MIA,31-60,18623,291.6305718734898,247.61,42.79,1343.6,143.22125916734095
DTW-OAK,0-3,2207,566.2237698232896,607.61,183.98,1703.11,189.23187087815046
DTW-OAK,4-7,2830,557.965780918728,607.11,143.98,1625.1,207.0075679625921
DTW-OAK,8-14,4907,565.6154595475851,607.61,133.59,1287.61,223.91124780503463
DTW-OAK,15-30,8773,606.4304502450701,690.11,110.78,1446.1,244.23384844439613
DTW-OAK,31-60,15235,603.8515923859534,652.71,148.96,1857.11,232.7671057189221
DTW-ORD,0-3,1677,294.9264519976148,211.6,142.19,1675.6,195.87498393946902
DTW-ORD,4-7,2134,286.8193626991565,206.85500000000002,135.2,1675.6,199.87052023578107
DTW-ORD,8-14,3569,259.406085738302,202.6,119.6,1573.6,151.97221916406548
DTW-ORD,15-30,6244,259.5199551569507,239.1,108.6,1631.61,126.24344480463509
DTW-ORD,31-60,10839,254.57428360549866,234.61,108.6,1481.6,106.5252693726312
DTW-PHL,0-3,2943,435.17449881073736,508.6,124.59,1627.61,159.69317055774746
DTW-PHL,4-7,3462,380.395,377.6,67.0,1627.61,146.43225585425205
DTW-PHL,8-14,5566,329.8589004671218,366.1,67.0,1637.11,124.9268534036
DTW-PHL,15-30,8698,296.6428615773741,288.6,65.0,1481.6,116.06903935523327
DTW-PHL,31-60,13670,293.104174835406,282.2,55.0,1461.61,124.55224648311335
DTW-SFO,0-3,4470,568.1758008948545,598.61,213.99,1972.6,157.50890790245626
DTW-SFO,4-7,5545,584.3683192064924,569.6,187.99,1978.2,206.55544623985242
DTW-SFO,8-14,8682,608.4759905551716,539.35,213.99,7548.6,281.936294533689
DTW-SFO,15-30,14469,622.870225309282,601.61,193.99,3537.59,205.88941017727268
DTW-SFO,31-60,23896,578.911567626381,552.7,93.99,2690.2,215.9487108693793
EWR-ATL,0-3,2952,272.0981775067751,223.6,61.97,2269.1,171.3924375753275
EWR-ATL,4-7,3891,218.30665638653304,193.6,30.69,1447.6,94.91527035130379
EWR-ATL,8-14,6782,214.5605735771159,198.6,30.69,1540.6,109.12080931023092
EWR-ATL,15-30,12493,239.99229568558394,223.6,30.69,1741.61,111.05896161012537
EWR-ATL,31-60,19372,245.82651868676442,236.1,40.6,954.6,89.87239559394793
EWR-BOS,0-3,1970,206.81465989847715,163.6,54.6,1197.61,149.1199427285336
EWR-BOS,4-7,2664,175.94606981981983,135.58,48.6,1309.6,129.45596497864005
EWR-BOS,8-14,4628,153.6841573033708,118.6,48.6,1239.6,111.34351946448122
EWR-BOS,15-30,8703,154.42823049523153,118.6,38.61,856.61,113.72212814792447
EWR-BOS,31-60,14152,182.08920929903903,158.6,38.61,781.6,116.2427560231315
EWR-CLT,0-3,4127,352.6520911073419,349.61,141.96,1867.6,185.40684711941594
EWR-CLT,4-7,5465,305.9740292772187,298.6,108.68,1489.6,119.23985954524433
EWR-CLT,8-14,8975,270.57430640668525,258.6,55.68,1274.6,95.35198896605935
EWR-CLT,15-30,13575,224.27483609576427,207.6,55.68,2023.61,84.26497222118299
EWR-CLT,31-60,21018,225.4977571605291,204.61,55.68,2023.61,87.72977019251084
EWR-DEN,0-3,2849,383.1576798876799,323.6,138.6,2326.09,180.20607300167978
EWR-DEN,4-7,3709,393.61272040981396,367.6,138.6,1348.6,127.35525732873948
EWR-DEN,8-14,6676,420.0668768723787,418.6,135.58,2274.6,135.91063154208973
EWR-DEN,15-30,13149,462.49640048672904,427.6,112.6,2148.7,147.3654489246412
EWR-DEN,31-60,19103,446.90603151337484,426.1,103.6,1406.1,142.69517698108803
EWR-DFW,0-3,3235,311.46317774343123,254.6,78.6,2452.6,209.80648829316797
EWR-DFW,4-7,4179,312.894895908112,298.6,68.6,2160.6,153.3014311821525
EWR-DFW,8-14,6829,299.15848440474446,285.1,68.6,1597.6,121.42687087444578
EWR-DFW,15-30,12462,320.3539584336383,298.6,78.6,1435.09,118.46106241484074
EWR-DFW,31-60,21282,330.47289446480596,318.6,85.6,768.61,104.86521872791505
EWR-DTW,0-3,2685,359.62500931098697,293.61,143.6,1630.61,193.2699923767919
EWR-DTW,4-7,3549,263.04396449704143,248.6,121.96,1239.6,81.00973001485632
EWR-DTW,8-14,6232,239.431830872914,231.59,79.98,1281.6,85.09553739765667
EWR-DTW,15-30,10712,236.59623786407766,220.58,67.88,1471.6,106.85184706154428
EWR-DTW,31-60,17279,259.0976144452804,241.11,72.68,1461.61,109.81336329483813
EWR-IAD,0-3,2514,399.3608273667462,369.1,109.2,2052.1,194.95643982438946
EWR-IAD,4-7,3567,353.1692374544435,338.6,103.2,1098.6,134.99816488847028
EWR-IAD,8-14,6385,336.5347094753328,331.6,103.2,1284.6,115.81960225182789
EWR-IAD,15-30,9356,314.95317336468577,336.7,98.2,1284.6,117.60733243814241
EWR-IAD,31-60,14232,335.3165458122541,351.09,109.2,1728.6,144.42489617641982
EWR-LAX,0-3,5580,436.21108602150537,385.2,107.6,2598.6,197.5436869871432
EWR-LAX,4-7,6819,426.1365258835607,382.6,138.6,2261.6,168.70018091497312
EWR-LAX,8-14,11751,430.6889881712195,392.61,126.6,3304.61,154.9100229441288
EWR-LAX,15-30,20393,466.84868827538867,448.6,126.6,3304.61,145.66979187824057
EWR-LAX,31-60,33618,458.91420518769706,456.1,109.59,3304.61,131.40206462435265
EWR-LGA,31-60,23,151.42434782608697,158.6,44.6,308.6,66.12797893795765
EWR-MIA,0-3,2517,297.4393921334922,228.6,66.97,2207.6,250.8957376072998
EWR-MIA,4-7,3455,242.69373371924746,218.61,30.69,1957.6,158.48493977049546
EWR-MIA,8-14,5982,222.25128050819123,205.58,30.69,1957.6,129.19425419551825
EWR-MIA,15-30,10352,232.77408230293662,221.21,30.69,1138.6,105.22683931171426
EWR-MIA,31-60,17119,255.63585022489633,236.1,30.69,1138.6,103.79900355297733
EWR-OAK,0-3,1446,577.1596749654219,589.61,200.58,1736.1,143.52697831338097
EWR-OAK,4-7,1793,556.4989068600112,579.6,157.68,1550.7,138.59995421984055
EWR-OAK,8-14,3357,581.2613404825737,581.6,146.58,2644.6,189.48476772378024
EWR-OAK,15-30,5695,611.7996242317823,611.59,126.58,2503.09,221.451065870784
EWR-OAK,31-60,9552,611.1673084170855,623.19,126.58,2283.11,185.56521580425473
EWR-ORD,0-3,4019,317.32486190594676,233.2,85.6,1990.1,251.29691854405183
EWR-ORD,4-7,5027,267.20412572110604,228.6,85.6,1982.6,153.26421519538502
EWR-ORD,8-14,8551,257.7056297509063,228.6,85.6,1982.6,125.21701056786831
EWR-ORD,15-30,16013,273.6234977830513,253.61,67.88,1654.6,113.01568771622759
EWR-ORD,31-60,25288,278.9011179215438,258.6,65.88,1498.61,117.0939974960394
EWR-PHL,0-3,2912,464.1031696428571,481.1,137.2,1817.59,139.48625053298764
EWR-PHL,4-7,3936,453.16024898373985,450.555,116.6,2153.59,173.00770279739422
EWR-PHL,8-14,6953,449.18432475190565,441.6,116.6,2163.59,199.87244793112774
EWR-PHL,15-30,11634,429.4074454186006,401.11,102.2,2163.59,232.43628795218478
EWR-PHL,31-60,19183,422.8153589115363,401.11,44.6,1863.6,210.5860119036216
EWR-SFO,0-3,4527,502.79721228186435,408.6,258.6,2300.1,219.00182053756296
EWR-SFO,4-7,5470,497.0166234003657,438.6,153.6,3498.6,196.88543468323573
EWR-SFO,8-14,9282,498.52703512174105,481.6,121.6,3424.6,194.37578067902078
EWR-SFO,15-30,15264,543.5541515985325,527.21,117.6,3424.6,206.88018491544221
EWR-SFO,31-60,20735,510.0222088256571,492.6,98.6,3424.6,169.20794946571584
IAD-ATL,0-3,1500,282.49300666666664,211.6,191.6,1681.11,136.95390219210165
IAD-ATL,4-7,1935,263.9597260981912,228.6,183.6,762.55,105.30125514217032
IAD-ATL,8-14,3371,265.58022841886685,228.6,151.6,1681.11,124.58358738245322
IAD-ATL,15-30,5890,263.6160662139219,228.6,113.6,1591.6,123.25166670675578
IAD-ATL,31-60,9365,267.33502509343305,237.6,113.6,670.55,108.0242641458203
IAD-BOS,0-3,1723,316.88221125943124,307.6,43.6,1239.6,165.63336000766978
IAD-BOS,4-7,2712,336.23692846607673,371.1,43.6,1637.59,150.7807514831436
IAD-BOS,8-14,5561,344.65629563028233,371.1,54.6,1627.6,159.50802345377878
IAD-BOS,15-30,10143,334.7568391994479,371.1,44.6,1873.6,160.4113308756758
IAD-BOS,31-60,14503,331.1274956905468,368.1,44.6,1883.6,136.56244496263253
IAD-CLT,0-3,1587,305.60659735349714,211.61,152.1,1638.6,207.53454698604338
IAD-CLT,4-7,2190,269.94812328767125,211.61,156.7,1638.6,151.26257829094
IAD-CLT,8-14,4007,259.28779885200896,211.61,119.6,1638.6,143.06344358364754
IAD-CLT,15-30,6651,258.01653585926925,243.6,102.6,1294.61,128.12240201069568
IAD-CLT,31-60,10389,241.85883819424393,218.6,102.6,1274.6,111.96892152320379
IAD-DEN,0-3,1952,435.35444159836067,367.6,285.6,2190.6,190.9429343469744
IAD-DEN,4-7,2764,474.17515557163534,454.6,259.6,2029.6,166.96307275475885
IAD-DEN,8-14,5400,507.92482407407414,488.6,194.6,2074.6,195.49771259619644
IAD-DEN,15-30,11105,529.9890670868978,498.6,183.6,2074.6,225.7933647533449
IAD-DEN,31-60,15627,482.54275932680616,484.6,183.6,2065.6,164.7469421580948
IAD-DFW,0-3,2408,383.358799833887,305.61,285.6,2408.6,158.12389888344524
IAD-DFW,4-7,2921,374.7472851763095,346.11,259.6,2408.6,120.07367439134836
IAD-DFW,8-14,5236,375.4861115355233,360.19,183.6,1943.6,119.35964947676008
IAD-DFW,15-30,8539,375.1558074716009,357.6,172.6,1869.6,130.2525405523641
IAD-DFW,31-60,13002,370.068628672512,357.6,172.6,1428.6,125.65965247910019
IAD-DTW,0-3,1088,302.1570680147059,248.6,170.6,1603.1,184.43014366306696
IAD-DTW,4-7,1391,260.63746225736884,218.6,159.6,1147.6,124.46716231858731
IAD-DTW,8-14,2633,267.4639308773263,218.6,119.6,1356.61,155.2938131392297
IAD-DTW,15-30,4603,265.0083467303932,218.6,93.6,1248.59,150.70789312760058
IAD-DTW,31-60,7366,247.38450448004343,218.6,93.6,1248.59,123.50830825980005
IAD-EWR,0-3,2523,378.75575108997225,353.71,109.2,1239.6,156.878630572535
IAD-EWR,4-7,3690,355.23642005420055,338.6,113.2,1284.6,134.6866813257375
IAD-EWR,8-14,6889,335.1279677747133,318.59,103.2,1284.6,116.12885755395628
IAD-EWR,15-30,9713,311.387138886029,328.6,88.21,1284.6,121.89225699797966
IAD-EWR,31-60,15028,326.52324128293856,351.09,83.21,1279.6,138.06232316600415
IAD-JFK,0-3,2211,432.08612392582546,407.2,293.7,1784.6,94.14315453947499
IAD-JFK,4-7,2815,425.2342273534636,409.6,248.6,856.61,88.10457728653795
IAD-JFK,8-14,5200,414.85755000000006,400.6,158.6,1481.6,103.88394926172072
IAD-JFK,15-30,7872,389.35874237804876,398.09,98.6,1471.6,113.08712724673869
IAD-JFK,31-60,11932,388.5792792490781,412.405,98.6,1101.61,116.65982943831376
IAD-LAX,0-3,3588,453.1957859531773,407.6,330.6,2681.6,157.53467858018433
IAD-LAX,4-7,4573,483.88450470150894,467.6,240.6,2296.6,143.08767175103165
IAD-LAX,8-14,8461,538.8300673679234,528.59,132.61,2296.6,168.5327931939557
IAD-LAX,15-30,16928,581.197635278828,567.6,177.61,2373.11,146.69625820049643
IAD-LAX,31-60,25841,548.268668008204,534.19,171.1,2784.61,145.52663887112902
IAD-LGA,0-3,5175,452.15739903381643,422.2,263.71,1797.61,123.66447526495757
IAD-LGA,4-7,7049,444.3267442190382,423.11,222.7,2167.6,139.97803734256834
IAD-LGA,8-14,13108,432.8584307293256,423.11,158.6,2274.1,155.3484248043918
IAD-LGA,15-30,22196,395.82447693278067,407.2,98.6,2237.61,162.88359656335334
IAD-LGA,31-60,38473,399.65542198424873,421.1,98.6,2414.11,179.6638390409163
IAD-MIA,0-3,1648,390.6983919902913,383.4,106.1,1682.59,144.83081366850155
IAD-MIA,4-7,1984,346.078064516129,317.6,118.6,986.1,126.51009757200868
IAD-MIA,8-14,3636,329.33330308030804,316.1,98.6,1809.61,126.43638652034444
IAD-MIA,15-30,7844,345.80154385517596,335.2,88.61,1759.61,116.3520055823494
IAD-MIA,31-60,12801,356.39587766580735,351.6,112.6,1028.61,112.79936568726967
IAD-OAK,0-3,2072,713.6938996138996,666.1,351.6,2234.1,196.98371290349695
IAD-OAK,4-7,3012,732.8818227091634,711.04,321.6,2513.69,177.77291698619482
IAD-OAK,8-14,5484,766.9632458059812,746.405,352.7,2518.69,185.9669833182327
IAD-OAK,15-30,8870,797.3348196166855,772.2,383.1,2498.1,212.21305235645977
IAD-OAK,31-60,12001,768.0530289142572,756.1,311.11,3016.1,177.1335145028553
IAD-ORD,0-3,1926,352.2358515057113,282.1,142.19,1681.54,209.69864836871088
IAD-ORD,4-7,2512,346.5583678343949,317.6,135.2,1820.54,170.7780400152691
IAD-ORD,8-14,4776,350.91093174204354,328.6,111.2,1609.6,155.01585612838264
IAD-ORD,15-30,9812,357.43708520179376,338.59,122.6,1609.6,149.98535616272457
IAD-ORD,31-60,15544,340.16248327328873,316.1,128.6,1483.6,130.32208465237346
IAD-PHL,0-3,1794,479.7840078037904,490.2,106.7,2042.6,175.00063688081698
IAD-PHL,4-7,2719,464.7561493196028,496.0,106.7,1239.6,140.43861425319128
IAD-PHL,8-14,5028,464.1161097852029,495.1,132.7,1442.01,132.17527567966758
